Metric,Unit,Value
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,15.96
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.92
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.91
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.27
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,27.87
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.93
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.32
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,89.55
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,20.62
sm__warps_active.avg.pct_of_peak_sustained_active,%,41.29
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.05
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.83
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,96.75
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,15.86
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.93
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,5.01
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.37
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,35.98
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.93
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.25
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.33
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.20
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.86
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,35.93
sm__warps_active.avg.pct_of_peak_sustained_active,%,56.05
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.39
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.32
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.19
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.86
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.25
sm__warps_active.avg.pct_of_peak_sustained_active,%,56.33
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.43
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.27
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.21
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.83
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,25.22
sm__warps_active.avg.pct_of_peak_sustained_active,%,42.40
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.21
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.79
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,35.96
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.82
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.34
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.30
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.17
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.87
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.08
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.89
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.16
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.31
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.24
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.87
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,35.62
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.83
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.43
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.32
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.15
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.89
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.47
sm__warps_active.avg.pct_of_peak_sustained_active,%,56.30
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.39
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.32
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.14
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.91
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,25.59
sm__warps_active.avg.pct_of_peak_sustained_active,%,42.47
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.21
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.92
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.30
sm__warps_active.avg.pct_of_peak_sustained_active,%,56.32
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.39
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.33
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.12
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.83
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.23
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.78
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.20
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.28
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.17
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.87
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,35.78
sm__warps_active.avg.pct_of_peak_sustained_active,%,56.04
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,12.90
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.22
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.04
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.07
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.84
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.16
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.77
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.11
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.33
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.30
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.28
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,25.55
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.98
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.17
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,96.81
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.11
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.93
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.87
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.33
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.04
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.35
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.27
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,35.79
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.89
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.22
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.33
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.35
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.28
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.68
sm__warps_active.avg.pct_of_peak_sustained_active,%,56.02
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.40
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.33
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.35
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.28
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.20
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.29
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.33
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.30
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.36
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,26.35
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.98
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.17
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.04
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,35.96
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.86
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.33
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.31
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.35
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.26
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.08
sm__warps_active.avg.pct_of_peak_sustained_active,%,56.04
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.11
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.32
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.30
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.27
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.38
sm__warps_active.avg.pct_of_peak_sustained_active,%,56.00
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.29
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.33
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.30
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.30
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.29
sm__warps_active.avg.pct_of_peak_sustained_active,%,56.14
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,98.64
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,7.01
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.26
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.50
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.94
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,27.19
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.98
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.13
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.79
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.69
sm__warps_active.avg.pct_of_peak_sustained_active,%,56.23
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.44
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,98.64
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,7.04
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.27
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.44
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.90
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.43
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.93
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,98.64
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,6.96
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.18
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.44
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.02
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.97
sm__warps_active.avg.pct_of_peak_sustained_active,%,26.86
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.60
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.13
sm__warps_active.avg.pct_of_peak_sustained_active,%,83.94
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.14
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.98
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.13
sm__warps_active.avg.pct_of_peak_sustained_active,%,9.92
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,84.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,27.29
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.95
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.31
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,83.81
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.77
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,21.42
sm__warps_active.avg.pct_of_peak_sustained_active,%,37.99
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,96.24
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.30
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,5.72
sm__warps_active.avg.pct_of_peak_sustained_active,%,9.75
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.01
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.01
sm__warps_active.avg.pct_of_peak_sustained_active,%,5.02
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.01
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,12.50
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.60
